Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
156,165,50,61,0,0,54,48,FF,HS
34,149,55,52,5,-9,54,48,FF,HS
43,126,59,44,4,-8,54,48,FF,HS
37,156,55,37,-4,-7,54,48,FF,HS
31,158,58,29,3,-8,59,24,FF,FF
67,163,54,19,-4,-10,59,24,FF,FF
38,166,61,20,7,1,59,24,FF,FF
40,166,66,30,5,10,59,24,FF,FF
38,170,73,36,7,6,75,37,HS,FF
35,166,80,43,7,7,75,37,HS,FF
39,71,76,39,-4,-4,75,37,HS,FF
41,58,71,33,-5,-6,75,37,HS,FF
32,15,66,30,-5,-3,56,26,FF,FF
16,29,61,27,-5,-3,56,26,FF,FF
177,29,53,23,-8,-4,56,26,FF,FF
136,169,44,25,-9,2,56,26,FF,FF
106,160,38,15,-6,-10,41,18,FF,FF
42,148,41,19,3,4,41,18,FF,FF
48,147,43,22,2,3,41,18,FF,FF
53,147,44,17,1,-5,41,18,FF,FF
104,145,38,18,-6,1,31,12,FF,TO
111,152,34,14,-4,-4,31,12,FF,TO
162,145,29,11,-5,-3,31,12,FF,TO
160,150,25,7,-4,-4,31,12,FF,TO
159,131,21,14,-4,7,15,11,TO,TO
156,149,12,11,-9,-3,15,11,TO,TO
156,150,10,15,-2,4,15,11,TO,TO
165,140,20,7,10,-8,15,11,TO,TO
154,144,10,9,-10,2,17,10,TO,TO
156,145,14,10,4,1,17,10,TO,TO
163,147,18,10,4,0,17,10,TO,TO
162,147,26,11,8,1,17,10,TO,TO
160,153,23,6,-3,-5,19,7,TO,TO
127,153,21,9,-2,3,19,7,TO,TO
167,147,14,9,-7,0,19,7,TO,TO
148,144,18,6,4,-3,19,7,TO,TO
159,140,23,9,5,3,19,10,TO,TO
163,142,23,14,0,5,19,10,TO,TO
170,141,17,9,-6,-5,19,10,TO,TO
168,145,15,11,-2,2,19,10,TO,TO
172,143,15,12,0,1,19,12,TO,TO
161,136,23,13,8,1,19,12,TO,TO
161,163,21,17,-2,4,19,12,TO,TO
157,155,18,7,-3,-10,19,12,TO,TO
158,164,18,10,0,3,17,8,TO,TO
162,154,19,4,1,-6,17,8,TO,TO
162,164,19,4,0,0,17,8,TO,TO
163,146,13,14,-6,10,17,8,TO,TO
163,152,11,9,-2,-5,10,15,TO,TO
158,134,11,15,0,6,10,15,TO,TO
160,139,10,14,-1,-1,10,15,TO,TO
160,112,9,22,-1,8,10,15,TO,TO
161,161,9,18,0,-4,9,14,TO,TO
160,146,11,11,2,-7,9,14,TO,TO
160,150,9,13,-2,2,9,14,TO,TO
160,169,10,17,1,4,9,14,TO,TO
157,172,9,22,-1,5,9,20,TO,FF
158,178,12,19,3,-3,9,20,TO,FF
160,171,8,23,-4,4,9,20,TO,FF
157,147,7,19,-1,-4,9,20,TO,FF
159,159,10,17,3,-2,10,13,TO,TO
159,163,10,12,0,-5,10,13,TO,TO
155,159,7,13,-3,1,10,13,TO,TO
159,150,13,13,6,0,10,13,TO,TO
156,157,10,15,-3,2,12,11,TO,TO
156,160,12,15,2,0,12,11,TO,TO
153,160,16,9,4,-6,12,11,TO,TO
154,159,13,8,-3,-1,12,11,TO,TO
154,160,15,15,2,7,15,11,TO,TO
153,156,17,13,2,-2,15,11,TO,TO
148,152,16,9,-1,-4,15,11,TO,TO
139,155,13,10,-3,1,15,11,TO,TO
140,153,15,11,2,1,18,10,TO,TO
139,145,19,10,4,-1,18,10,TO,TO
138,151,19,11,0,1,18,10,TO,TO
138,150,19,8,0,-3,18,10,TO,TO
137,154,15,10,-4,2,13,7,TO,TO
135,153,14,7,-1,-3,13,7,TO,TO
153,157,13,8,-1,1,13,7,TO,TO
165,150,12,5,-1,-3,13,7,TO,TO
169,155,16,9,4,4,23,9,FF,TO
168,158,17,9,1,0,23,9,FF,TO
173,153,26,10,9,1,23,9,FF,TO
170,156,35,9,9,-1,23,9,FF,TO
175,154,31,7,-4,-2,27,7,FF,TO
173,147,28,6,-3,-1,27,7,FF,TO
127,155,23,7,-5,1,27,7,FF,TO
166,141,27,9,4,2,27,7,FF,TO
154,149,24,7,-3,-2,16,9,TO,TO
149,154,16,9,-8,2,16,9,TO,TO
163,159,13,7,-3,-2,16,9,TO,TO
170,143,12,13,-1,6,16,9,TO,TO
166,157,12,7,0,-6,13,5,TO,TO
165,151,14,5,2,-2,13,5,TO,TO
148,159,18,5,4,0,13,5,TO,TO
157,151,11,5,-7,0,13,5,TO,TO
143,161,15,11,4,6,12,14,TO,TO
147,131,15,14,0,3,12,14,TO,TO
156,133,8,15,-7,1,12,14,TO,TO
152,136,13,18,5,3,12,14,TO,TO
156,158,13,16,0,-2,14,24,TO,FF
154,168,14,20,1,4,14,24,TO,FF
154,172,16,29,2,9,14,24,TO,FF
152,172,14,33,-2,4,14,24,TO,FF
154,174,13,36,-1,3,13,33,TO,FF
155,171,13,38,0,2,13,33,TO,FF
150,169,14,32,1,-6,13,33,TO,FF
152,165,13,27,-1,-5,13,33,TO,FF
145,169,10,24,-3,-3,11,17,TO,FF
150,166,11,21,1,-3,11,17,TO,FF
153,164,11,13,0,-8,11,17,TO,FF
147,164,12,12,1,-1,11,17,TO,FF
146,162,14,12,2,0,12,14,TO,TO
146,166,11,16,-3,4,12,14,TO,TO
147,169,11,14,0,-2,12,14,TO,TO
148,167,12,14,1,0,12,14,TO,TO
149,155,14,17,2,3,12,15,TO,TO
146,158,14,13,0,-4,12,15,TO,TO
152,160,9,15,-5,2,12,15,TO,TO
162,161,8,13,-1,-2,12,15,TO,TO
