Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
150,145,33,51,0,0,32,52,FF,FF
176,121,40,56,7,5,32,52,FF,FF
167,163,32,53,-8,-3,32,52,FF,FF
169,167,24,48,-8,-5,32,52,FF,FF
172,165,31,45,7,-3,24,40,FF,FF
166,167,21,40,-10,-5,24,40,FF,FF
161,169,23,40,2,0,24,40,FF,FF
165,159,23,36,0,-4,24,40,FF,FF
164,151,25,31,2,-5,25,41,FF,FF
166,144,26,39,1,8,25,41,FF,FF
167,150,28,49,2,10,25,41,FF,FF
166,151,24,45,-4,-4,25,41,FF,FF
164,171,23,50,-1,5,28,43,FF,FF
163,146,32,42,9,-8,28,43,FF,FF
165,158,29,38,-3,-4,28,43,FF,FF
151,147,29,44,0,6,28,43,FF,FF
164,144,31,41,2,-3,26,37,FF,FF
171,143,26,35,-5,-6,26,37,FF,FF
155,122,25,39,-1,4,26,37,FF,FF
153,98,25,34,0,-5,26,37,FF,FF
175,148,26,44,1,10,26,47,FF,FF
171,149,23,47,-3,3,26,47,FF,FF
173,155,29,51,6,4,26,47,FF,FF
171,155,27,47,-2,-4,26,47,FF,FF
162,155,32,43,5,-4,26,39,FF,FF
166,158,23,39,-9,-4,26,39,FF,FF
172,152,24,34,1,-5,26,39,FF,FF
175,167,26,42,2,8,26,39,FF,FF
161,169,23,41,-3,-1,23,34,FF,FF
163,141,25,36,2,-5,23,34,FF,FF
140,141,23,32,-2,-4,23,34,FF,FF
167,161,22,28,-1,-4,23,34,FF,FF
170,169,28,32,6,4,30,40,FF,FF
170,170,35,35,7,3,30,40,FF,FF
172,160,31,44,-4,9,30,40,FF,FF
166,163,28,51,-3,7,30,40,FF,FF
164,169,27,57,-1,6,26,64,FF,HS
176,161,21,62,-6,5,26,64,FF,HS
173,157,24,66,3,4,26,64,FF,HS
159,162,32,71,8,5,26,64,FF,HS
