Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
167,131,11,40,0,0,10,37,TO,FF
159,129,5,32,-6,-8,10,37,TO,FF
155,111,7,37,2,5,10,37,TO,FF
152,121,17,42,10,5,10,37,TO,FF
143,128,27,48,10,6,19,46,FF,FF
126,83,17,52,-10,4,19,46,FF,FF
132,82,17,47,0,-5,19,46,FF,FF
138,140,16,38,-1,-9,19,46,FF,FF
141,118,14,34,-2,-4,11,42,TO,FF
149,121,9,38,-5,4,11,42,TO,FF
116,127,9,45,0,7,11,42,TO,FF
122,124,15,53,6,8,11,42,TO,FF
135,121,17,55,2,2,16,55,FF,FF
113,134,21,51,4,-4,16,55,FF,FF
115,131,13,55,-8,4,16,55,FF,FF
121,134,16,61,3,6,16,55,FF,FF
120,133,12,69,-4,8,6,80,TO,FF
134,135,3,77,-9,8,6,80,TO,FF
133,130,5,84,2,7,6,80,TO,FF
125,135,4,91,-1,7,6,80,TO,FF
128,127,9,90,5,-1,7,98,TO,HS
125,127,7,99,-2,9,7,98,TO,HS
130,126,4,105,-3,6,7,98,TO,HS
120,125,10,101,6,-4,7,98,TO,HS
120,124,20,96,10,-5,31,107,FF,HS
131,127,31,103,11,7,31,107,FF,HS
138,134,37,113,6,10,31,107,FF,HS
142,116,39,118,2,5,31,107,FF,HS
159,142,40,111,1,-7,30,94,FF,FF
157,152,33,101,-7,-10,30,94,FF,FF
158,152,29,89,-4,-12,30,94,FF,FF
157,151,20,77,-9,-12,30,94,FF,FF
156,137,11,66,-9,-11,9,52,TO,FF
158,155,12,56,1,-10,9,52,TO,FF
161,151,7,47,-5,-9,9,52,TO,FF
161,156,6,39,-1,-8,9,52,TO,FF
151,159,2,32,-4,-7,4,25,TO,FF
155,152,3,27,1,-5,4,25,TO,FF
159,136,5,24,2,-3,4,25,TO,FF
157,141,6,19,1,-5,4,25,TO,FF
158,150,12,13,6,-6,9,9,TO,TO
156,156,6,12,-6,-1,9,9,TO,TO
158,152,6,5,0,-7,9,9,TO,TO
157,138,15,7,9,2,9,9,TO,TO
159,153,8,5,-7,-2,16,9,FF,TO
160,141,13,7,5,2,16,9,FF,TO
154,154,21,10,8,3,16,9,FF,TO
162,151,24,14,3,4,16,9,FF,TO
161,158,24,11,0,-3,24,9,FF,TO
165,165,28,10,4,-1,24,9,FF,TO
167,164,25,10,-3,0,24,9,FF,TO
164,164,21,8,-4,-2,24,9,FF,TO
168,161,13,6,-8,-2,15,5,FF,TO
162,163,16,6,3,0,15,5,FF,TO
156,163,15,4,-1,-2,15,5,FF,TO
163,167,16,5,1,1,15,5,FF,TO
155,163,11,8,-5,3,8,5,TO,TO
158,162,8,5,-3,-3,8,5,TO,TO
161,164,7,6,-1,1,8,5,TO,TO
147,154,8,1,1,-5,8,5,TO,TO
152,159,2,5,-6,4,7,4,TO,TO
154,157,5,7,3,2,7,4,TO,TO
154,162,14,2,9,-5,7,4,TO,TO
152,155,8,2,-6,0,7,4,TO,TO
152,152,7,4,-1,2,7,4,TO,TO
155,152,7,2,0,-2,7,4,TO,TO
157,153,8,5,1,3,7,4,TO,TO
157,157,8,8,0,3,7,4,TO,TO
159,149,9,7,1,-1,9,11,TO,TO
160,148,10,7,1,0,9,11,TO,TO
159,148,10,13,0,6,9,11,TO,TO
159,157,9,19,-1,6,9,11,TO,TO
158,159,8,29,-1,10,8,40,TO,FF
157,162,7,40,-1,11,8,40,TO,FF
158,151,9,44,2,4,8,40,TO,FF
156,158,8,49,-1,5,8,40,TO,FF
157,161,10,54,2,5,10,50,TO,FF
158,160,12,58,2,4,10,50,TO,FF
158,160,10,48,-2,-10,10,50,TO,FF
158,163,10,41,0,-7,10,50,TO,FF
158,163,9,35,-1,-6,8,26,TO,FF
154,169,9,30,0,-5,8,26,TO,FF
157,164,9,20,0,-10,8,26,TO,FF
156,170,8,21,-1,1,8,26,TO,FF
153,166,5,17,-3,-4,10,12,TO,TO
150,167,12,13,7,-4,10,12,TO,TO
156,165,13,12,1,-1,10,12,TO,TO
155,160,11,9,-2,-3,10,12,TO,TO
155,164,5,11,-6,2,7,13,TO,TO
159,164,12,17,7,6,7,13,TO,TO
159,162,8,15,-4,-2,7,13,TO,TO
160,163,6,12,-2,-3,7,13,TO,TO
159,160,7,7,1,-5,4,11,TO,TO
156,140,4,16,-3,9,4,11,TO,TO
153,159,3,11,-1,-5,4,11,TO,TO
154,161,5,11,2,0,4,11,TO,TO
155,152,7,17,2,6,7,14,TO,TO
151,155,6,16,-1,-1,7,14,TO,TO
156,157,9,11,3,-5,7,14,TO,TO
153,149,8,15,-1,4,7,14,TO,TO
155,151,12,16,4,1,11,13,TO,TO
156,156,9,15,-3,-1,11,13,TO,TO
154,155,10,14,1,-1,11,13,TO,TO
155,157,15,7,5,-7,11,13,TO,TO
167,141,12,11,-3,4,23,8,FF,TO
167,156,22,6,10,-5,23,8,FF,TO
168,163,26,8,4,2,23,8,FF,TO
170,167,33,10,7,2,23,8,FF,TO
172,162,43,9,10,-1,51,8,FF,TO
169,167,47,11,4,2,51,8,FF,TO
171,165,54,10,7,-1,51,8,FF,TO
165,160,63,5,9,-5,51,8,FF,TO
162,161,72,5,9,0,76,6,HS,TO
156,159,76,8,4,3,76,6,HS,TO
157,160,81,8,5,0,76,6,HS,TO
158,171,75,6,-6,-2,76,6,HS,TO
157,165,68,4,-7,-2,71,7,HS,TO
165,165,71,11,3,7,71,7,HS,TO
163,159,75,6,4,-5,71,7,HS,TO
153,162,69,4,-6,-2,71,7,HS,TO
