Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
158,170,72,89,0,0,73,81,FF,FF
159,169,77,86,5,-3,73,81,FF,FF
159,169,74,79,-3,-7,73,81,FF,FF
154,168,70,71,-4,-8,73,81,FF,FF
151,171,65,74,-5,3,57,83,FF,FF
152,168,61,81,-4,7,57,83,FF,FF
163,175,54,91,-7,10,57,83,FF,FF
168,170,49,87,-5,-4,57,83,FF,FF
169,165,44,78,-5,-9,41,70,FF,FF
171,167,40,72,-4,-6,41,70,FF,FF
172,173,36,63,-4,-9,41,70,FF,FF
166,170,46,68,10,5,41,70,FF,FF
165,171,50,76,4,8,45,80,FF,FF
164,169,45,85,-5,9,45,80,FF,FF
168,166,41,76,-4,-9,45,80,FF,FF
167,156,45,85,4,9,45,80,FF,FF
166,169,46,88,1,3,47,90,FF,FF
163,164,53,85,7,-3,47,90,FF,FF
173,173,48,91,-5,6,47,90,FF,FF
175,170,43,97,-5,6,47,90,FF,FF
177,139,40,102,-3,5,35,110,FF,HS
164,169,35,110,-5,8,35,110,FF,HS
168,173,32,113,-3,3,35,110,FF,HS
171,151,34,117,2,4,35,110,FF,HS
171,129,25,123,-9,6,23,111,FF,HS
169,114,24,115,-1,-8,23,111,FF,HS
172,163,22,109,-2,-6,23,111,FF,HS
171,170,24,100,2,-9,23,111,FF,HS
170,169,20,90,-4,-10,24,75,FF,FF
178,168,23,80,3,-10,24,75,FF,FF
167,159,25,71,2,-9,24,75,FF,FF
175,159,28,62,3,-9,24,75,FF,FF
168,163,24,54,-4,-8,28,42,FF,FF
173,148,27,46,3,-8,28,42,FF,FF
176,168,37,38,10,-8,28,42,FF,FF
156,156,27,32,-10,-6,28,42,FF,FF
165,158,25,28,-2,-4,33,22,FF,FF
171,159,33,18,8,-10,33,22,FF,FF
170,157,36,20,3,2,33,22,FF,FF
171,177,40,24,4,4,33,22,FF,FF
169,176,43,30,3,6,50,40,FF,FF
168,172,47,37,4,7,50,40,FF,FF
166,157,52,45,5,8,50,40,FF,FF
158,174,58,48,6,3,50,40,FF,FF
122,104,65,53,7,5,74,58,FF,FF
121,103,72,58,7,5,74,58,FF,FF
143,172,78,61,6,3,74,58,FF,FF
144,174,84,62,6,1,74,58,FF,FF
142,161,90,65,6,3,87,72,HS,FF
